player_id,player_name,team_id,team_name,age,number,position,photo
27883,P. Demjén,769,Austria,27,12,Goalkeeper,https://media.api-sports.io/football/players/27883.png
28322,D. Dibusz,769,Austria,35,1,Goalkeeper,https://media.api-sports.io/football/players/28322.png
28437,P. Szappanos,769,Austria,35,22,Goalkeeper,https://media.api-sports.io/football/players/28437.png
28048,B. Tóth,769,Austria,28,12,Goalkeeper,https://media.api-sports.io/football/players/28048.png
180763,B. Balogh,769,Austria,23,3,Defender,https://media.api-sports.io/football/players/180763.png
27778,B. Bolla,769,Austria,26,14,Defender,https://media.api-sports.io/football/players/27778.png
199934,M. Dárdai,769,Austria,23,15,Defender,https://media.api-sports.io/football/players/199934.png
206254,M. Kerkez,769,Austria,22,11,Defender,https://media.api-sports.io/football/players/206254.png
2335,A. Mocsi,769,Austria,25,2,Defender,https://media.api-sports.io/football/players/2335.png
28478,Z. Nagy,769,Austria,32,18,Defender,https://media.api-sports.io/football/players/28478.png
2336,L. Négo,769,Austria,34,7,Defender,https://media.api-sports.io/football/players/2336.png
1148,W. Orbán,769,Austria,33,6,Defender,https://media.api-sports.io/football/players/1148.png
28467,A. Osváth,769,Austria,30,2,Defender,https://media.api-sports.io/football/players/28467.png
26252,R. Sallai,769,Austria,28,20,Defender,https://media.api-sports.io/football/players/26252.png
28443,A. Szalai,769,Austria,27,4,Defender,https://media.api-sports.io/football/players/28443.png
324234,G. Szalai,769,Austria,25,5,Defender,https://media.api-sports.io/football/players/324234.png
179907,Á. Csongvai,769,Austria,25,5,Midfielder,https://media.api-sports.io/football/players/179907.png
380503,Bence Dárdai,769,Austria,19,20,Midfielder,https://media.api-sports.io/football/players/380503.png
27985,B. Ötvös,769,Austria,27,5,Midfielder,https://media.api-sports.io/football/players/27985.png
30785,A. Schäfer,769,Austria,26,13,Midfielder,https://media.api-sports.io/football/players/30785.png
19806,C. Styles,769,Austria,25,17,Midfielder,https://media.api-sports.io/football/players/19806.png
1096,D. Szoboszlai,769,Austria,25,10,Midfielder,https://media.api-sports.io/football/players/1096.png
361485,A. Tóth,769,Austria,20,21,Midfielder,https://media.api-sports.io/football/players/361485.png
28041,M. Vitális,769,Austria,23,8,Midfielder,https://media.api-sports.io/football/players/28041.png
313152,Z. Gruber,769,Austria,21,9,Attacker,https://media.api-sports.io/football/players/313152.png
28404,D. Lukács,769,Austria,29,16,Attacker,https://media.api-sports.io/football/players/28404.png
237189,R. Molnár,769,Austria,23,9,Attacker,https://media.api-sports.io/football/players/237189.png
286784,D. Redzic,769,Austria,22,23,Attacker,https://media.api-sports.io/football/players/286784.png
28321,B. Tóth,769,Austria,30,9,Attacker,https://media.api-sports.io/football/players/28321.png
7398,B. Varga,769,Austria,31,19,Attacker,https://media.api-sports.io/football/players/7398.png
